"Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings"
"I",0.3,0.23,0.08,NA,0.0435,NA,0.04,8
"M",0.53,NA,0.155,0.7905,0.307,NA,0.2595,9
"F",0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11
"F",0.665,0.54,0.195,1.764,NA,0.3615,NA,11
"M",NA,0.5,0.175,1.3375,0.554,0.308,NA,10
"I",0.485,NA,0.12,0.4725,0.2075,NA,0.147,6
"F",0.375,0.29,0.08,0.282,0.1405,0.0725,NA,7
"M",NA,0.475,0.14,0.977,0.4625,0.2025,0.275,10
"I",0.325,NA,0.055,0.166,0.076,0.051,0.045,5
"M",0.69,0.525,0.2,1.7825,0.9165,NA,NA,12
"I",0.65,NA,NA,1.626,NA,0.3445,0.53,18
"F",0.62,0.48,0.18,NA,0.582,0.2695,0.313,12
"F",0.66,NA,0.17,NA,0.622,0.309,0.398,10
"I",0.32,0.24,0.085,NA,0.0615,0.0265,NA,6
"I",0.205,NA,NA,0.046,0.0165,0.012,0.0135,6
"M",0.65,0.495,NA,1.2075,0.55,0.2695,NA,10
"M",0.545,0.42,0.14,0.7505,NA,NA,0.255,22
"I",NA,0.395,0.115,0.475,0.2025,0.101,0.148,8
"M",0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,8
"I",0.37,0.275,0.08,0.2325,0.093,0.056,0.072,6
"M",0.5,0.385,0.135,0.551,0.2245,NA,0.206,NA
"F",0.56,0.44,NA,0.8025,0.35,NA,0.259,9
"M",0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,19
"M",0.545,NA,0.165,0.744,0.2875,0.204,0.25,NA
"M",0.56,NA,0.155,0.9125,0.3595,0.271,0.35,10
"M",0.615,0.455,0.13,0.9685,NA,0.182,0.2655,10
"I",0.555,0.43,0.155,0.7395,0.3135,0.1435,NA,10
"F",NA,0.225,0.07,0.1485,0.0585,0.0335,0.045,7
"I",0.45,0.36,0.13,0.478,0.191,0.127,0.137,NA
"F",0.605,NA,0.16,1.222,0.53,0.2575,0.28,13
"M",0.535,0.42,0.13,0.8055,0.301,0.181,0.28,14
"F",0.6,0.48,0.18,1.0645,0.4495,NA,NA,10
"F",0.515,0.43,0.14,0.834,NA,0.2,0.23,8
"F",0.53,0.455,0.165,NA,0.3155,0.2815,0.2965,NA
"M",0.51,NA,0.125,NA,0.327,0.155,0.1805,7
"M",0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17
"M",0.67,NA,0.2,NA,0.833,0.374,0.41,11
"F",0.61,NA,0.17,1.1775,0.5655,0.2385,0.295,NA
"I",0.44,0.34,0.1,0.407,0.209,0.0735,NA,7
"I",0.475,0.36,0.11,0.492,0.211,0.11,0.15,8
"M",NA,0.28,0.125,NA,0.3035,0.0955,NA,7
"F",NA,0.425,0.13,0.782,0.3695,0.1745,NA,8
"F",NA,NA,NA,0.783,0.2935,0.158,0.245,15
"M",0.595,0.455,0.155,1.041,0.416,0.2105,0.365,NA
"I",0.395,0.3,0.09,0.279,0.134,0.049,0.075,8
"I",0.565,NA,0.155,0.743,0.31,NA,NA,9
"M",NA,0.525,0.16,1.363,NA,0.279,0.34,8
"I",0.55,0.425,0.13,NA,NA,0.163,0.21,8
"M",0.48,NA,0.145,0.64,0.2925,0.1405,0.1575,NA
"F",0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12
"M",0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13
"I",0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,8
"F",0.505,0.385,0.115,0.616,NA,0.1075,0.21,11
"I",0.43,0.325,0.09,0.425,0.217,0.087,0.095,7
"M",NA,0.39,NA,0.6555,0.2595,0.18,0.19,11
"F",0.405,0.31,0.12,0.3095,0.138,NA,0.095,NA
"F",0.6,NA,0.18,1.162,0.511,0.2675,0.32,18
"I",0.375,0.26,0.08,0.2075,0.09,0.0415,NA,6
"M",0.57,0.45,0.16,0.8615,0.3725,0.2175,NA,12
"I",NA,0.395,0.125,0.5805,0.2365,0.1075,0.19,9
"M",0.705,0.56,0.165,NA,0.797,0.4095,0.388,NA
"I",0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7
"M",0.62,0.47,0.15,1.309,0.587,0.4405,NA,9
"F",0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13
"F",0.57,NA,0.16,0.9715,0.3965,NA,0.26,12
"M",0.57,NA,0.125,NA,0.3785,0.1765,0.24,15
"M",0.56,0.415,0.145,0.852,0.43,0.1885,0.205,8
"F",0.65,0.52,0.195,NA,0.5985,NA,0.3825,10
"M",0.62,0.49,0.17,1.2105,0.5185,NA,0.335,13
"I",0.375,0.28,NA,0.2145,0.0855,0.0485,0.072,7
"F",0.485,0.37,NA,NA,0.1995,NA,0.129,7
"F",NA,0.395,0.115,0.5685,0.249,0.1375,0.161,9
"I",0.29,0.215,NA,0.1115,0.053,NA,0.032,NA
"I",NA,0.205,0.05,NA,0.03,0.0185,0.029,NA
"M",NA,0.565,0.215,1.931,0.896,0.4585,0.5,11
"M",0.535,0.42,0.16,0.72,0.275,0.164,0.225,15
"I",0.33,0.245,0.065,0.1445,NA,0.032,0.0505,6
"M",0.545,NA,0.145,NA,0.3035,0.196,0.31,18
"M",0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9
"M",0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9
"F",0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10
"M",0.68,0.54,NA,1.623,0.7165,NA,NA,NA
"M",0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10
"I",NA,NA,0.09,0.2745,0.135,0.0455,NA,8
"I",0.595,NA,0.155,0.984,NA,0.184,0.2755,10
"F",0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,9
"F",0.43,NA,0.11,0.382,0.154,NA,NA,8
"M",0.405,0.31,0.1,0.385,0.173,0.0915,NA,7
"F",0.72,NA,0.18,NA,0.8465,0.407,0.3875,11
"I",0.59,0.445,0.135,NA,0.328,NA,0.23,9
"M",0.455,0.355,0.13,NA,0.2,0.1275,NA,11
"M",0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,NA
"I",0.495,NA,0.115,0.5755,0.31,0.1145,0.1395,8
"I",0.35,0.25,0.07,0.18,NA,0.048,0.054,6
"M",0.57,0.45,0.14,0.795,0.3385,0.148,0.245,NA
"I",NA,0.25,0.075,0.186,0.0945,0.038,0.0445,7
"I",0.4,NA,0.115,0.318,0.1335,NA,0.0935,6
"M",0.52,NA,0.165,0.8565,0.2745,0.201,0.21,12
"I",0.315,0.235,0.08,0.18,0.08,0.045,0.047,5
"M",NA,NA,0.18,1.6615,0.8005,0.3645,NA,10
"M",0.595,0.47,NA,1.108,0.4915,0.2325,NA,9
"I",0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,8
"F",0.65,NA,0.165,1.357,0.5725,NA,0.43,11
"F",0.49,0.385,NA,0.5395,0.2175,0.128,0.165,11
"M",0.515,0.39,0.155,0.7125,0.3695,0.137,NA,7
"I",0.35,NA,0.095,NA,0.0985,0.043,0.07,8
"I",0.395,0.295,0.1,0.2715,NA,0.0325,0.085,10
"F",0.51,0.395,0.12,0.6175,0.262,NA,NA,12
"M",0.66,NA,0.155,1.4415,0.7055,NA,0.335,NA
"M",0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8
"I",NA,0.27,NA,0.218,0.0945,0.039,NA,NA
"I",0.455,0.355,0.125,0.5325,0.225,0.126,NA,7
"I",0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6
"M",0.37,NA,0.1,NA,0.0675,0.0675,0.081,10
"I",NA,0.35,0.135,0.494,0.2205,0.0945,0.1405,7
"M",0.57,0.43,0.12,1.0615,0.348,0.167,0.31,15
"M",0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8
"F",0.56,0.435,0.125,0.8775,0.3345,NA,0.29,13
"M",0.605,0.475,0.175,1.2525,0.5575,NA,0.343,9
"F",0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12
"I",0.165,0.11,NA,0.019,NA,0.0025,0.005,4
"M",NA,NA,0.155,1.049,0.462,0.231,0.25,10
"F",0.68,0.52,0.185,NA,0.615,0.3935,0.406,11
"M",0.645,0.5,0.175,1.5105,0.6735,NA,NA,NA
"F",0.37,0.275,NA,0.227,0.093,NA,0.07,NA
"I",0.405,0.25,NA,0.2875,0.128,0.063,0.0805,7
"F",NA,0.55,0.18,1.52,0.637,NA,0.435,10
"M",0.505,0.395,0.135,NA,NA,0.1315,0.185,12
"I",NA,0.29,0.09,NA,NA,0.075,0.0815,7
"M",0.52,0.4,0.12,0.58,0.234,0.1315,0.185,8
"I",NA,0.43,0.135,0.6255,NA,0.1455,NA,10
"M",0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9
"I",0.45,NA,0.115,0.3935,0.195,0.071,0.11,7
"I",0.435,0.325,NA,0.346,NA,0.084,0.095,7
"M",0.445,0.345,0.14,NA,0.2055,0.1015,0.1085,15
"M",0.555,NA,0.145,NA,0.4985,0.168,0.2385,9
"F",0.455,0.375,0.125,0.458,0.1985,0.111,NA,10
"M",0.44,0.35,NA,0.451,0.171,0.0705,0.184,16
"M",NA,0.525,0.175,1.7005,0.8255,0.362,0.405,8
"F",0.335,0.22,0.07,0.17,0.076,NA,0.05,6
"F",0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15
"F",0.49,0.39,0.135,NA,NA,0.123,0.2,13
"M",0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11
"M",0.68,0.53,0.205,1.496,NA,0.337,0.465,NA
"M",0.32,0.245,0.075,NA,0.0585,NA,0.049,11
"I",NA,0.12,0.02,0.018,NA,0.0045,0.005,4
"M",0.55,0.41,0.13,0.8705,0.4455,NA,0.213,9
"M",NA,0.44,0.165,0.875,0.279,NA,0.3,10
"F",0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11
"F",0.665,0.51,0.175,NA,0.675,0.2985,0.325,NA
"M",0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10
"I",NA,0.265,0.095,0.199,0.073,0.049,0.06,5
"F",0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9
"F",0.385,NA,0.1,0.2725,0.1115,0.057,0.08,6
"M",0.655,0.515,0.2,1.373,0.443,NA,0.49,16
"I",NA,0.17,0.065,0.0625,NA,NA,0.022,6
"I",0.58,0.44,NA,0.7905,NA,0.1645,0.242,10
"F",NA,0.475,0.135,1.4405,0.5885,NA,0.3175,9
"I",0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,6
"F",0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11
"M",0.68,0.515,0.17,1.6115,0.8415,NA,0.395,11
"F",NA,NA,NA,1.511,0.5095,0.284,0.51,17
"F",0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8
"F",NA,0.305,0.105,NA,0.12,0.082,0.1,NA
"F",0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10
"M",0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8
"M",0.63,NA,NA,1.027,0.537,0.188,0.176,8
"F",NA,NA,NA,1.3105,0.577,0.3315,0.355,9
"F",0.645,0.51,0.19,1.363,0.573,0.362,0.36,10
"M",0.37,NA,NA,0.214,0.09,0.051,0.07,6
"F",0.57,0.455,0.165,1.0595,0.44,0.2195,NA,14
"I",0.275,0.2,NA,0.096,NA,0.0225,0.03,6
"M",0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10
"F",0.595,NA,NA,1.1775,0.542,0.269,0.31,9
"I",0.42,0.32,0.11,0.309,0.115,0.0645,0.0945,6
"M",NA,NA,0.125,0.4365,0.169,NA,0.145,11
"M",0.63,NA,0.15,NA,0.539,0.2325,0.3115,12
"M",0.475,0.355,NA,0.4625,0.186,0.107,0.145,9
"M",0.335,0.25,0.09,NA,0.0755,0.0415,0.06,7
"F",0.53,NA,0.13,1.001,0.34,0.226,0.265,17
"M",0.625,0.48,0.17,NA,0.671,0.268,0.3385,NA
"M",NA,NA,0.18,1.1795,0.4785,0.2775,0.355,10
"F",0.29,0.21,0.075,0.275,0.113,NA,0.035,6
"M",NA,NA,0.155,NA,0.6185,0.288,0.365,9
"I",0.13,0.1,0.03,0.013,NA,0.003,0.004,3
"I",0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8
"F",0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10
"M",0.59,0.455,0.16,1.09,0.5,0.2215,NA,9
"I",NA,NA,0.135,NA,0.3815,0.1415,0.245,8
"I",0.325,0.225,0.075,0.139,0.0565,NA,0.09,6
"F",0.665,0.5,0.15,1.2475,0.4625,0.2955,NA,10
"I",NA,0.355,0.125,0.494,0.2385,0.0835,0.15,9
"I",0.41,0.325,0.11,0.326,0.1325,0.075,0.101,8
"M",0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
"I",NA,0.37,0.11,0.3965,0.1485,0.0855,0.1455,8
"F",0.705,0.545,0.18,NA,0.6075,0.3675,0.4645,13
"I",0.435,0.34,0.11,0.407,0.1685,0.073,0.13,10
"F",NA,0.545,0.165,1.566,0.6645,NA,0.415,16
"M",NA,NA,NA,2.0885,0.9955,0.478,NA,13
"F",0.64,0.475,0.14,NA,NA,0.2295,NA,8
"M",NA,0.63,0.25,2.7795,1.3485,0.76,0.578,12
"I",0.415,0.305,NA,0.336,0.165,0.076,0.0805,7
"F",0.61,0.48,0.175,1.0675,0.391,0.216,0.42,NA
"I",0.41,NA,0.095,0.2625,0.1,0.0515,0.09,6
"M",0.61,0.48,NA,NA,0.5575,0.2675,0.372,8
"M",0.63,0.485,0.16,1.243,0.623,NA,0.3,10
"I",0.38,0.285,NA,0.237,0.115,0.0405,0.07,6
"I",0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9
"I",NA,0.36,0.105,0.466,0.2225,0.099,0.11,7
"I",0.16,0.12,0.035,0.021,0.0075,NA,0.005,5
"M",0.635,NA,0.16,1.101,0.534,0.1865,0.3455,10
"F",0.43,0.35,0.09,0.397,NA,0.089,0.12,NA
"F",0.66,NA,0.18,1.3695,0.641,0.294,0.335,6
"F",0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10
"I",0.42,0.305,0.09,0.328,0.168,0.0615,0.082,NA
"M",0.67,0.525,NA,1.4915,0.728,0.343,0.381,9
"M",NA,0.385,0.125,0.649,0.32,0.124,0.1695,8
"F",0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8
"F",0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11
"M",NA,0.47,0.17,1.1185,0.5225,0.2405,0.31,9
"M",0.355,NA,0.09,0.168,0.05,0.041,0.063,8
"M",0.455,0.375,0.125,0.484,0.2155,NA,0.165,NA
"M",NA,0.38,NA,0.5765,0.273,0.135,0.145,NA
"M",0.55,0.43,0.13,0.8395,0.3155,0.1955,NA,10
